Ekran_Boyutu,Ekran_Karti,Ekran_Yenileme_Hizi,Hard_Disk_Kapasitesi,Ram,SSD_Kapasitesi,Cozunurluk,Islemci_Nesli,Islemci_Tipi,Isletim_Sistemi,url,price,marka
13.0,M2 8 Çekirdekli,144.0,512.0,8.0,256.0,2560 x 1600,2.0,M2,Mac Os,https://www.trendyol.com//apple/macbook-pro-13-3-inc-m2-cip-8cpu-10gpu-8gb-256gb-ssd-uzay-grisi-mneh3tu-a-p-327513368,42.499,apple
13.3,Intel XE Graphics,60.0,512.0,16.0,512.0,2560 x 1600,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/thinkbook-21at003ytx-i5-1235u-16gb-512ssd-13-3-wqxga-2560x1600-ips-dos-dizustu-bilgisayar-p-772225637,21.999,lenovo
15.6,Nvidia GeForce RTX 3050 Ti,144.0,0.0,16.0,512.0,1920 x 1080,5.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/victus-71t71ea-15-fb0004nt-ryzen-7-5800h-16gb-512gb-ssd-rtx3050ti-15-6-144hz-fhd-gaming-notebook-p-377427868,28.099,hp
14.0,Intel UHD Graphics,60.0,1.0,4.0,0.0,1366 x 768,11.0,Intel Core i3,Ubuntu,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-4gb-1tb-hdd-ubuntu-14-p-379227451,8.4141,dell
15.6,Intel UHD Graphics 600,60.0,0.0,4.0,240.0,1366 x 768,13.0,Intel Celeron,Free Dos,https://www.trendyol.com//casper/nirvana-c370-4020-4d00x-intel-celeron-n4020-4gb-ram-240gb-ssd-freedos-p-458310321,8.811,casper
15.6,Nvidia GeForce RTX 4060,144.0,0.0,16.0,512.0,1920 x 1080,13.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507nv-lp038-amd-ryzen-7-7735hs-16gb-ddr5-512gb-ssd-8gb-rtx4060-15-6-144hz-dos-p-714314500,44.999,asus
15.6,Nvidia GeForce MX350,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/v15-82kb09cntx06-i5-1135g7-16gb-512ssd-mx350-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-375710071,18.7074,lenovo
15.6,Nvidia GeForce RTX 3050,120.0,0.0,8.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-15ihu6-82k101hwtx-i5-8gb-512gb-ssd-rtx3050-120hz-fhd-freedos-gaming-laptop-p-770717614,22.899,lenovo
16.0,Nvidia GeForce RTX 3050,60.0,0.0,8.0,512.0,1920 x 1200,12.0,Intel Core i5,Windows,https://www.trendyol.com//asus/vivobook-16x-k3605zc-n1013w-i5-12450h-8gb-512ssd-rtx3050-16-fullhd-w11h-tasinabilir-bilgisaya-p-753697054,27.309,asus
15.6,Nvidia GeForce RTX 4070,144.0,0.0,16.0,512.0,1920 x 1080,13.0,Intel Core i9,Free Dos,https://www.trendyol.com//msi/katana-15-b13vgk-1469xtr-i9-13900h-16gb-ddr5-rtx4070-gddr6-8gb-512gb-ssd-15-6-fhd-144hz-dos-p-762731708,55.399,msi
15.6,Dahili Ekran Kartı,60.0,0.0,8.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/x515ea-ej3578-i5-1135g7-8gb-256gb-ssd-16gb-optane-15-6-fhd-freedos-p-733983098,11.799,asus
15.6,Intel UHD Graphics,60.0,256.0,8.0,256.0,1920 x 1080,12.0,Intel Core i3,Windows,https://www.trendyol.com//lenovo/ideapad-3-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-p-779208587,11.65,lenovo
13.0,M1 7 Çekirdekli,60.0,256.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//asus/e510ma-br580w-cel-n4020-4gb-ram-128ssd-windows-11-laptop-p-219551893,7.148,asus
15.6,Dahili Ekran Kartı,60.0,0.0,16.0,256.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/x515ea-ej3580-i5-1135g7-16gb-256gb-ssd-16gb-optane-15-6-fhd-freedos-p-757609929,12.749,asus
15.6,AMD Radeon Graphics,60.0,0.0,16.0,256.0,1920 x 1080,5.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/255-g8-ryzen-5-5500-16gb-256gb-ssd-15-6-fdos-tasinabilir-bilgisayar-7n4w6aa-p-658744625,10.8999,hp
16.0,Nvidia GeForce RTX 4050,165.0,0.0,16.0,512.0,1920 x 1200,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614ju-n3196-i7-13650hx-16gb-512-gb-ssd-rtx-4050-165-hz-freedos-16-fhd-p-652422381,42.999,asus
15.6,Dahili Ekran Kartı,60.0,0.0,8.0,256.0,1920 x 1080,13.0,Intel Core M,Free Dos,https://www.trendyol.com//dell/xps-17-9720-i9-12900hk-64gb-2tb-ssd-6gb-rtx3060-17-touch-w11p-xps179720adlp2100-p-666118556,168.3851,dell
14.0,Nvidia GeForce MX330,60.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/expertbook-intel-core-i5-1135g7-16gb-512gb-2gb-vga-mx330-14-fhd-free-dos-b14002-p-767395850,17.499,asus
15.6,Intel UHD Graphics,60.0,0.0,16.0,256.0,1920 x 1080,5.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1502za-ej1071-03-i5-1235u-16gb-256gb-15-6-freedos-tasinabilir-bilgisayar-p-769935403,14.299,asus
14.0,Intel UHD Graphics,60.0,0.0,4.0,256.0,1920 x 1080,10.0,Intel Core i3,Windows,https://www.trendyol.com//lenovo/ideapad-5-intel-core-i3-1115g4-4-gb-256-gb-ssd-windows-11-home-14-fhd-tasinabilir-bilgisayar-p-260105289,11.399,lenovo
15.6,Nvidia GeForce RTX 4070,144.0,0.0,32.0,1.0,1920 x 1080,12.0,Intel Core i7,Windows,https://www.trendyol.com//msi/katana-15-b12vgk-087xtr-32pypy-i7-12650h-32gb-ram-1tb-ssd-rtx4070-15-6-windows-11-pro-p-737140390,53.6,msi
15.6,Nvidia GeForce RTX 4070,144.0,0.0,16.0,512.0,1920 x 1080,7.0,AMD Ryzen 9,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507xi-lp041-8gb-rtx4070-140w-ryzen-9-7940hs-16gb-ram-512gb-ssd-15-6-fhd-144hz-p-737000093,52.499,asus
16.0,M3,120.0,0.0,36.0,512.0,3024 x 1964,3.0,M3,Mac Os,https://www.trendyol.com//apple/macbook-pro-m3-16-uzay-siyah-36gb-512gb-ssd-mrw23tu-a-p-777662374,109.399,apple
14.0,Intel UHD Graphics,60.0,0.0,8.0,512.0,1366 x 768,11.0,Intel Core i3,Free Dos,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-8gb-512-gb-ssd-freedos-14-n4001vn3400ut032-p-783453322,9.3715,dell
15.6,Intel Iris Graphics,60.0,0.0,8.0,500.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//casper/nirvana-c600-1135-8v00x-g-f-intel-core-i5-1135g7-8gb-ram-500-nvme-ssd-freedos-p-349213240,14.799,casper
16.0,Nvidia GeForce RTX 4090,90.0,0.0,16.0,1.0,1920 x 1080,10.0,Intel Core i9,Windows,https://www.trendyol.com//lenovo/legion-7-pro-intel-core-i9-13900hx-32gb-1tb-ssd-nvidia-geforce-rtx-4090-16gb-gddr6-16-wqxga-p-754065999,159.999,lenovo
15.6,AMD Radeon Graphics,60.0,0.0,12.0,256.0,1366 x 768,3.0,AMD Ryzen 3,Windows,https://www.trendyol.com//asus/d515da-br1319w06p-ryzen3-3250u-12gb-256ssd-15-6-hd-w11h-tasinabilir-bilgisayar-p-781492255,9.5521,asus
15.6,Intel UHD Graphics,60.0,0.0,8.0,128.0,1920 x 1080,4.0,Intel Celeron,Windows,https://www.trendyol.com//asus/x515ma-ej680ww-n4020-8gb-128gb-emmc-uyumlu-11-home-15-6-full-hd-p-775530641,8.199,asus
15.6,Nvidia GeForce RTX 4050,90.0,0.0,8.0,1.0,1920 x 1080,10.0,Intel Core i5,Windows,https://www.trendyol.com//acer/nitro-5-an515-58-intel-i5-12500-islemci-8gb-ram-1tb-ssd-6gb-4050-ekran-karti-15-6-fhd-144hz-ek-p-754524993,27.999,acer
13.0,M1 7 Çekirdekli,60.0,256.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//apple/macbook-pro-m2-cip-8-cekirdek-cpu-10-cekirdek-gpu-8gb-512gb-ssd-13-uzay-grisi-dizustu-bilgisayar-p-687836477,44.999,apple
15.6,Nvidia GeForce RTX 3050,144.0,0.0,16.0,1.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/tuf-gaming-intel-i5-11400h-16-gb-1-tb-ssd-rtx3050-15-6-fx506hc-hn011-zi705-p-765797606,27.6192,asus
17.3,Nvidia GeForce RTX 3050 Ti,144.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//acer/nitro-5-an517-54-53aq-nh-qf6ey-002a2-i5-11400h-16gb-1tb-512ssd-rtx3050ti-17-3-fullhd-freedos-t-p-772649239,27.6984,acer
14.0,Intel UHD Graphics,60.0,0.0,4.0,128.0,1920 x 1080,10.0,Intel Celeron,Windows,https://www.trendyol.com//asus/x415ma-ek741w-intel-celeron-4-gb-128-gb-ssd-windows-notebook-14-inc-p-656087187,6.999,asus
15.6,Nvidia GeForce MX350,60.0,2.0,24.0,1.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-3-15itl6-intel-i5-1155g7-24gb-2tb-1tb-ssd-mx350-freedos-15-6-82h8036atxa139-p-775556017,20.7335,lenovo
14.0,Nvidia GeForce RTX 3090,120.0,0.0,4.0,256.0,1920 x 1080,10.0,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/v15-82tt00a5tx-i5-1235u-8gb-512gb-15-6-dos-p-769999766,16.0,lenovo
17.3,Nvidia GeForce RTX 4050,144.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//msi/katana-17-b12vek-607xtr-i7-12650h-16gb-ddr5-rtx4050-gddr6-6gb-512gb-ssd-17-3-fhd-144hz-dos-p-729865018,48.849,msi
15.0,M2 10 Çekirdekli,120.0,256.0,8.0,256.0,2880 x 1620,2.0,Apple M2,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-midnight-p-736178362,51.999,apple
15.6,Intel UHD Graphics,60.0,0.0,16.0,256.0,1920 x 1080,13.0,Intel Celeron,Free Dos,https://www.trendyol.com//asus/intel-celeron-n4020-16gb-256gb-ssd-fhd-15-6-60hz-tasinabilir-bilgisayar-x515ma-ej679wt18-p-781577342,9.199,asus
15.6,Nvidia GeForce RTX 4060,144.0,0.0,16.0,500.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1245-bvb0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-672161051,33.999,casper
15.6,Nvidia GeForce MX550,60.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//hp/15-dw4000nt-i7-1255u-8gb-ram-512gb-ssd-2gb-geforce-mx550-15-6-inc-fhd-gumus-71v44ea-p-367869885,19.9,hp
17.3,Nvidia GeForce RTX 4070,144.0,0.0,32.0,1.0,1920 x 1080,13.0,Intel Core i9,Windows,https://www.trendyol.com//msi/katana-17-b13vgk-898tr-i9-32gb-ddr5-1tb-ssd-rtx4070-8gb-17-3inc-fhd-w11-home-gaming-laptop-p-778749913,73.919,msi
15.6,Intel Iris Graphics,90.0,0.0,8.0,256.0,1920 x 1080,7.0,Intel Core i5,Windows,https://www.trendyol.com//lenovo/ideapad-3-82rk00hptx-intel-core-i5-1235u-8-gb-256-gb-intel-iris-xe-graphics-15-6-fhd-w11-gri-p-696510727,13.999,lenovo
15.6,Dahili Ekran Kartı,60.0,0.0,8.0,512.0,1920 x 1080,7.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//hp/15-fc0054nt-amd-ryzen-7-7730u-8gb-ram-512gb-ssd-15-6-inc-fhd-freedos-siyah-8v8a4ea-p-762575773,14.85,hp
16.0,Nvidia GeForce RTX 4070,165.0,0.0,32.0,1.0,2560 x 1600,13.0,Intel Core i7,Windows,https://www.trendyol.com//monster/tulpar-t6-v1-1-5-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4070-windows-11-16-qhd-165-hz-p-742790570,65.499,monster
15.6,Intel XE Graphics,60.0,0.0,16.0,1.0,1920 x 1080,13.0,Intel Core i5,Windows,https://www.trendyol.com//lenovo/ideapad-3-15iau7-intel-core-i5-1235u-16gb-1tb-ssd-w11-pro-15-6-fhd-82rk00tltxh37-p-769161765,17.539,lenovo
14.0,Intel Iris Graphics,60.0,0.0,16.0,512.0,1920 x 1080,13.0,Intel Core i7,Windows,https://www.trendyol.com//acer/aspire-5-spin-14-13-nesil-core-i7-1335u-16gb-512gb-ssd-14inc-w11-dokunmatik-ekran-360-katlanir-p-780291407,33.999,acer
15.6,Nvidia GeForce RTX 3050,120.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming-3-intel-core-i5-12450h-16gb-512gb-ssd-rtx3050-freedos-15-6-p-768062893,24.899,lenovo
14.0,AMD Radeon Graphics,120.0,0.0,8.0,512.0,2160 x 1440,10.0,AMD,Free Dos,https://www.trendyol.com//huawei/matebook-14-amd-ryzen-5-4600h-8gb-ram-512gb-ssd-14-w10-notebook-p-160135603,38.0,huawei
16.0,Intel XE Graphics,90.0,512.0,8.0,512.0,1920 x 1200,10.0,Intel Core i5,Windows,https://www.trendyol.com//asus/x1605za-mb070w-intel-i5-1235u-8gb-512gb-ssd-iris-xe-graphics-16-fhd-w11-siyah-notebook-p-753723821,15.999,asus
15.6,Belirtilmemiş,60.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/thinkpad-e15-g4-i5-1235u-16-gb-512-gb-ssd-15-6-free-dos-21e6006rtx017-p-662634542,22.799,lenovo
15.6,AMD Radeon RX6500M,144.0,0.0,32.0,512.0,1920 x 1080,5.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//hp/victus-gaming-laptop-15-fb0015nt-amd-ryzen-5-5600h-32-gb-512gb-ssd-rx6500m-freedos-15-6-fhd-144-p-759418740,24.299,hp
15.6,Nvidia GeForce RTX 4050,144.0,0.0,16.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//acer/an515-58-i5-12500h-16gb-512gb-ssd-rtx4050-6gb-15-6-144hz-windows-11-home-p-758366675,29.999,acer
15.6,Intel UHD Graphics,60.0,128.0,4.0,0.0,1366 x 768,4.0,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/n4120-4-128-gb-notebook-p-410803301,7.15,lenovo
13.6,Belirtilmemiş,60.0,0.0,8.0,512.0,2560 x 1664,13.0,M2,Mac Os,https://www.trendyol.com//apple/macbook-air-m2-cip-8-cekirdek-cpu-8-cekirdek-gpu-8gb-512gb-13-6-uzay-grisi-dizustu-bilgisayar-p-686017759,42.999,apple
15.6,Paylaşımlı,60.0,0.0,4.0,128.0,1366 x 768,13.0,Intel Celeron,Windows,https://www.trendyol.com//asus/x515ma-br091t-intel-celeron-n4020-4gb-128ssd-win10-15-6-p-88571198,9.899,asus
14.0,Dahili Ekran Kartı,60.0,250.0,8.0,256.0,1366 x 768,8.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/x409fa-bv669-i7-8565u-8gb-256gb-ssd-14-hd-freedos-p-193796305,18.4797,asus
15.6,Intel Iris Graphics,60.0,0.0,32.0,512.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//everest/everbook-eb-21a14-i5-1135g7-32gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-364317902,12.5721,everest
16.1,Nvidia GeForce RTX 4070,144.0,0.0,16.0,1.0,1920 x 1080,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//hp/victus-7p6b3ea-16-r0007nt-i7-13700h-16gb-1tb-rtx4070-8gb-16-1-inc-144hz-fhd-freedos-gaming-laptop-p-738506102,48.899,hp
15.6,Nvidia GeForce RTX 4050,144.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//msi/thin-gf63-12ve-082xtr-intel-core-i5-12450h-8gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-761160346,29.399,msi
16.0,Nvidia GeForce RTX 4090,165.0,0.0,64.0,1.0,2560 x 1600,13.0,Intel Core i9,Free Dos,https://www.trendyol.com//casper/excalibur-g911-1390-ef90x-c-intel-core-i9-13900hx-64gb-ddr5-ram-1tb-nvme-ssd-16gb-rtx4090-freedos-p-672169464,105.199,casper
13.3,Dahili Ekran Kartı,60.0,0.0,16.0,512.0,2560 x 1600,13.0,Apple M2,Mac Os,https://www.trendyol.com//apple/macbook-pro-m2-cip-16-gb-512-gb-ssd-13-3-uzay-grisi-notebook-z16s00069-p-382814201,64.96,apple
15.6,Nvidia GeForce RTX 3050,144.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//casper/excalibur-g770-1265-bfj0x-b-intel-core-i7-12650h-16gb-ram-1tb-nvme-ssd-gen4-4gb-rtx3050-freedos-p-311975829,28.899,casper
14.0,Nvidia GeForce MX330,60.0,0.0,8.0,256.0,1366 x 768,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//lenovo/dell-vostro-3400-core-i5-1135g7-8-gb-256-gb-ssd-2gb-mx330-freedos-14-n4030vn3400emeabt0-p-665663134,12.6256,lenovo
15.6,Intel UHD Graphics 600,60.0,0.0,4.0,128.0,1366 x 768,9.0,Intel Celeron,Free Dos,https://www.trendyol.com//lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-dos-15-6-gri-laptop-82v700a8tx-p-773962718,6.829,lenovo
16.1,Nvidia GeForce RTX 4050,144.0,0.0,16.0,512.0,1920 x 1080,13.0,Intel Core i5,Free Dos,https://www.trendyol.com//hp/victus-16-r0052nt-i5-13500h-16gb-ram-512gb-ssd-6gb-rtx-4050-16-1-inc-fhd-freedos-siyah-7p6l8ea-p-749859312,30.999,hp
14.0,Nvidia GeForce RTX 2050,60.0,0.0,16.0,1.0,2560 x 1600,13.0,Intel Core i7,Windows,https://www.trendyol.com//dell/inspiron-14-5430-intel-core-i7-1360p-16g-1tb-ssd-rtx-2050-4gb-14-qhd-win11-i54302807wh-p-750507644,34.999,dell
13.0,M1 7 Çekirdekli,60.0,256.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//hp/14-em0008nt-7-nesil-ryzen-5-7520u-8-gb-256-gb-ssd-14inc-win11-7p699ea-p-752083076,11.999,hp
15.6,Nvidia GeForce RTX 2050,144.0,0.0,16.0,512.0,1920 x 1080,11.0,Intel Core i5,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-hn028w03-i5-11400h-16gb-512ssd-rtx2050-15-6-fullhd-w11h-tasinabilir-bil-p-736061798,25.799,asus
15.6,Intel UHD Graphics,60.0,128.0,4.0,128.0,1920 x 1080,11.0,Intel Core i3,Free Dos,https://www.trendyol.com//asus/intel-core-i3-1115g4-4gb-128gb-ssd-15-6-inc-full-hd-freedos-laptop-p-732405997,9.249,asus
15.6,Intel Iris Graphics,60.0,0.0,16.0,500.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//casper/nirvana-c550-1235-bv00x-g-f-intel-core-i5-1235u-16gb-ram-500gb-nvme-ssd-gen4-freedos-p-740918586,16.799,casper
15.6,Intel UHD Graphics,90.0,256.0,4.0,256.0,1920 x 1080,10.0,Intel Core i3,Windows,https://www.trendyol.com//acer/aspire-a315-58-34bu-intel-i3-1115g4-islemci-4gb-ram-256gb-ssd-uma-15-6-fhd-ekran-w11-home-isle-p-753723873,9.572,acer
15.6,AMD Radeon Graphics,60.0,256.0,8.0,0.0,1920 x 1080,4.0,AMD Ryzen 5,Windows,https://www.trendyol.com//asus/vivobook-15-m1502-4-nesil-ryzen-5-4600h-8gb-256gb-ssd-15-6inc-w11-p-354123433,13.999,asus
15.6,Nvidia GeForce RTX 4060,165.0,0.0,32.0,1.0,1920 x 1080,13.0,Intel Core i9,Free Dos,https://www.trendyol.com//dell/g15-i9-13900hx-32gb-1tb-rtx4060-8gb-15-6-fhd-freedos-g55302401017u-p-754125343,49.659,dell
16.0,Dahili Ekran Kartı,60.0,0.0,8.0,512.0,1920 x 1200,5.0,AMD Ryzen 5,Free Dos,https://www.trendyol.com//asus/vivobook-m1603qa-mb511-amd-ryzen-5-5600h-8gb-512gb-freedos-16-wuxga-p-670168938,14.3,asus
15.6,Nvidia GeForce RTX 4050,144.0,0.0,8.0,500.0,1920 x 1080,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//monster/abra-a5-v20-4-6-intel-core-i5-12450h-8-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760272956,29.999,monster
16.0,Nvidia GeForce RTX 4080,165.0,0.0,16.0,1.0,2560 x 1600,13.0,Intel Core i7,Windows,https://www.trendyol.com//dell/g16-7630-8gb-rtx4070-i9-13900hx-16gb-ram-1tb-ssd-16-inc-qhd-165hz-win11-g76302401020h-bilgisayar-p-751973769,62.999,dell
16.0,Nvidia GeForce RTX 2050,120.0,0.0,16.0,512.0,1920 x 1200,12.0,Intel Core i5,Free Dos,https://www.trendyol.com//asus/vivobook-16x-k3605zf-n115901-i5-12450h-16gb-512gb-ssd-4gb-rtx2050-16-wuxga-120hz-freedos-p-761337456,26.089,asus
15.6,AMD Radeon Graphics,60.0,512.0,16.0,512.0,1920 x 1080,5.0,AMD Ryzen 7,Windows,https://www.trendyol.com//huawei/matebook-d15-amd-ryzen-7-5700u-16-gb-512-gb-ssd-radeon-graphics-15-6-inch-w11-home-64bit-gri-p-732708663,22.29,huawei
14.0,Intel UHD Graphics,60.0,0.0,16.0,128.0,1366 x 768,11.0,Intel Core i3,Free Dos,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-16gb-128-gb-ssd-freedos-14-n4001vn3400ut070-p-783449473,9.3715,dell
15.6,Intel Iris Graphics,60.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//lenovo/v15-g3-iap-intel-core-i5-1235u-8gb-512gb-ssd-15-6-fhd-windows-11-office-365-1-yillik-p-751940868,14.999,lenovo
15.6,Nvidia GeForce RTX 4060,144.0,0.0,16.0,512.0,1920 x 1080,7.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//msi/bravo-15-c7vfk-252xtr-amd-ryzen-7-7735hs-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-144hz-p-784805507,39.999,msi
13.5,Intel Iris Graphics,60.0,0.0,16.0,256.0,2256 x 1504,11.0,Intel Core i5,Windows,https://www.trendyol.com//lenovo/thinkpad-x1-titanium-yoga-gen1-16g-256g-13-5-windows-10-pro-20qa001htx-p-468415887,42.999,lenovo
15.6,Intel Iris Graphics,60.0,0.0,4.0,128.0,1920 x 1080,11.0,Intel Core i5,Free Dos,https://www.trendyol.com//everest/everbook-eb-21ra1-i5-1135g7-4gb-128ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-364317968,9.599,everest
13.4,Nvidia Quadro P2200,90.0,500.0,16.0,4.0,3456 x 2234,12.0,Intel Xeon,Free Dos,https://www.trendyol.com//hp/laptop-15-dizustu-bilgisayar-15-6-inc-fhd-ips-intel-core-i5-1335u-16gb-ram-512-gb-ssd-freedo-p-772266819,18.999,hp
16.0,Nvidia GeForce RTX 4070,165.0,0.0,32.0,1.0,2560 x 1600,13.0,Intel Core i9,Linux,https://www.trendyol.com//dell/gaming-g16-7630-g76302401021u-i9-32gb-1tb-rtx4070-8gb-16inc-qhd-165hz-ubuntu-gaming-laptop-p-761995265,61.799,dell
15.6,Intel Iris Graphics,60.0,0.0,8.0,512.0,1920 x 1080,12.0,Intel Core i5,Windows,https://www.trendyol.com//msi/modern-15-b12mo-i5-1235u-8-ram-512-ssd-win-11-isikli-klavye-15-6-p-760144517,20.964,msi
12.3,Intel Iris Graphics,60.0,0.0,16.0,512.0,2560 x 1600,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/ideapad-duet-5-12iau7-i7-1255u-16gb-512gb-ssd-12-4-2-5k-fdos-ikisi-bir-arada-82tq005gtx-p-746649869,34.999,lenovo
15.6,Nvidia GeForce RTX3060,144.0,0.0,16.0,1.0,1920 x 1080,12.0,Intel Core i7,Free Dos,https://www.trendyol.com//msi/pulse-gl66-12ue-1255xtr-intel-core-i7-12700h-16gb-1tb-ssd-rtx3060-freedos-15-6-fhd-144hz-tasina-p-744332613,39.099,msi
14.0,Nvidia GeForce MX450,60.0,0.0,32.0,512.0,1920 x 1080,11.0,Intel Core i7,Free Dos,https://www.trendyol.com//lenovo/thinkpad-t14-gen2-core-i7-1165g7-32-gb-512-gb-ssd-fdos-2gb-mx450-14-fhd-20w00058tx014-p-282053802,39.999,lenovo
16.0,Nvidia GeForce RTX 4060,165.0,0.0,8.0,512.0,1920 x 1200,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614jva9-n3159a9-intel-core-i7-13650hx-8gb-512gb-ssd-rtx4060-freedos-16-p-753788438,51.2698,asus
15.6,Nvidia GeForce RTX 4050,165.0,0.0,16.0,512.0,1920 x 1080,13.0,Intel Core i7,Free Dos,https://www.trendyol.com//dell/gaming-g15-5530-g155530010u-i7-13650hx-16gb-512gb-rtx4050-165hz-fhd-ubuntu-gaming-lapto-p-748649094,39.199,dell
13.0,M1 7 Çekirdekli,60.0,256.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-hn375-intel-i5-11400h-8gb-ddr4-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-dos-p-455432672,33.333,asus
15.6,M1 7 Çekirdekli,60.0,0.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//asus/m1502ia-ej131w-amd-r5-4600h-8gb-ram-256gb-ssd-15-6-fhd-w11-notebook-p-356080197,13.499,asus
13.0,M1 7 Çekirdekli,60.0,256.0,16.0,256.0,2560 x 1600,13.0,Apple M1,Mac Os,https://www.trendyol.com//monster/abra-a7-v13-3-intel-core-i7-11800h-8gb-500gb-ssd-rtx3050ti-freedos-17-3-fhd-p-117271574,29.899,monster
16.0,Nvidia GeForce RTX 4060,165.0,0.0,16.0,1.0,1920 x 1200,7.0,AMD Ryzen 7,Free Dos,https://www.trendyol.com//acer/nitro-16-an16-41-ryzen-7-7840hs-16-gb-1-tb-ssd-rtx-4060-8-gb-freedos-16-wuxga-165-hz-notebook-p-750483140,39.899,acer
15.6,Dahili Ekran Kartı,60.0,0.0,16.0,256.0,1920 x 1080,13.0,Intel Xeon,Free Dos,https://www.trendyol.com//msi/15-6-dokunmatik-pro-16t-10m-219xtr-celeron-5205u-4gb-ram-256gb-ssd-fdos-p-783403166,21.5798,msi
